WORD,FREQUENCY
girl,19
windfarms,19
percent,19
date,19
newspaper,19
deep,19
tank,19
properly,19
fought,19
icon,19
birds,19
steel,19
dennisrodman,19
labor,19
students,19
vice,19
suit,19
jr,19
achieve,19
responsibility,19
pushed,19
value,19
opponents,19
hoax,19
challenges,19
legacy,19
camp,19
citizen,19
inaccurate,19
ed,19
tool,19
nc,19
chairman,19
segment,19
invest,19
quick,19
endorse,19
levels,19
treatment,19
pete,19
listened,19
ag,19
stupidity,19
becomes,19
not_that_actor,19
bahia6085,19
primaries,19
foxnewssunday,19
bar,19
idol,19
mcconnell,19
shop,19
optimism,19
pianobecca,19
fackinpeter,19
jennifer75ar,19
cahlrstorrie,19
cabinet,19
mattginellagc,19
baltimore,19
nra,19
2018,19
fakenews,19
imagination,18
contest,18
towards,18
nov,18
bosses,18
doctor,18
counting,18
14th,18
bret,18
stone,18
benefits,18
plays,18
car,18
checks,18
laden,18
architect,18
deficits,18
fails,18
effect,18
services,18
ingrahamangle,18
defending,18
hacking,18
roll,18
damage,18
upset,18
extremely,18
stick,18
approve,18
within,18
celebrating,18
courts,18
master,18
macmiller,18
disappointed,18
comeback,18
con,18
morgan,18
cards,18
flgovscott,18
rev,18
feeling,18
opened,18
agreement,18
dan,18
donations,18
harry,18
flashback,18
divided,18
washtimes,18
scary,18
virtually,18
“a,18
2008,18
count,18
cross,18
pro,18
cadillac,18
broke,18
embassy,18
idiots,18
sports,18
british,18
roger,18
farms,18
orders,18
tenacious,18
patient,18
bs,18
f,18
destination,18
qualified,18
arnold,18
source,18
tcot,18
wearing,18
underestimate,18
figure,18
christie,18
negotiators,18
xi,18
obvious,18
congressional,18
bowl,18
doctors,18
teams,18
bobby,18
inspirational,18
classic,18
celeb,18
germany,18
pure,18
vincemcmahon,18
forgotten,18
eliot,18
supporter,18
beats,18
moore,18
announces,18
8th,18
what’s,18
easter,18
ronmeier123,18
des,18
moines,18
trumpferrypoint,18
oann,18
johnlegere,18
nashville,18
classified,18
3pm,18
wedding,17
develop,17
blog,17
jackson,17
lessons,17
talked,17
august,17
commentary,17
conversation,17
downtown,17
sean,17
jay,17
options,17
ewerickson,17
violence,17
indeed,17
sale,17
character,17
danger,17
nation's,17
spread,17
rebuilding,17
charlottesville,17
emmys,17
murder,17
proper,17
loses,17
bid,17
cliff,17
norman,17
dump,17
compliment,17
properties,17
acting,17
williams,17
wanting,17
sun,17
training,17
insight,17
alive,17
felt,17
focusing,17
davidaxelrod,17
thru,17
ship,17
trail,17
delivering,17
fixing,17
nearly,17
add,17
toward,17
puppet,17
charges,17
scandals,17
lived,17
bridge,17
capable,17
survive,17
disgraceful,17
stood,17
sexual,17
knight,17
farm,17
ralph,17
hypocrite,17
gstephanopoulos,17
nonsense,17
victorious,17
foolish,17
disloyal,17
refugees,17
closer,17
nato,17
slow,17
iq,17
christians,17
usmc,17
trump_charlotte,17
landmark,17
till,17
size,17
thisweekabc,17
disrespect,17
deleted,17
ac360,17
tigerwoods,17
realbencarson,17
hat,17
jaketapper,17
jonahnro,17
champions,16
gma,16
hospital,16
olympic,16
launch,16
iphone,16
abuse,16
drain,16
"20,000",16
clueless,16
mouth,16
repealed,16
crude,16
rip,16
newsmax-@iontv,16
december,16
newtgingrich,16
fifth,16
dec,16
9th,16
seven,16
stamps,16
include,16
21,16
protest,16
90,16
roads,16
bretmichaels,16
investing,16
resources,16
openly,16
reach,16
completed,16
photos,16
dropping,16
housing,16
ends,16
beaten,16
alex,16
bombed,16
aol,16
steal,16
tape,16
quite,16
roy,16
hardball_chris,16
p,16
chrysler,16
representatives,16
shark,16
commissioner,16
prepare,16
understands,16
applications,16
releasing,16
bomb,16
wounded,16
barbara,16
rooting,16
picks,16
24,16
insane,16
jobless,16
ending,16
mentioned,16
environment,16
communities,16
reince,16
boeing,16
likely,16
michelle,16
finance,16
main,16
combination,16
charles,16
agrees,16
gifts,16
cancel,16
tribute,16
airports,16
member,16
mission,16
lawyers,16
sanctuary,16
fees,16
fatal,16
philippines,16
gitmo,16
circulation,16
passionate,16
b/c,16
gatewaypundit,16
trumppanama,16
vicious,16
taste,16
pledge,16
duty,16
learning,16
controlled,16
names,16
we’re,16
pressjournal,16
representing,16
miles,16
maine,16
intheelections,16
proof,16
lindseygrahamsc,16
michaelcohen212,16
lindsey,16
evangelicals,16
server,16
belllabooo13,16
pensacola,16
meddling,16
begun,15
frank,15
currently,15
nominated,15
featured,15
research,15
table,15
idiot,15
perry,15
reckless,15
hacked,15
aren’t,15
gov't,15
plain,15
22,15
exceptional,15
she’s,15
seek,15
code,15
products,15
overseas,15
theviewtv,15
combined,15
express,15
located,15
ia,15
ft,15
six,15
data,15
flying,15
fundraiser,15
brain,15
net,15
abandoned,15
unfortunately,15
loan,15
feels,15
letting,15
28,15
people's,15
govchristie,15
hiring,15
orlando,15
announcing,15
forum,15
fallen,15
actions,15
year's,15
6pm,15
commander,15
negotiator,15
generation,15
compete,15
shit,15
counts,15
dress,15
letters,15
abraham,15
owners,15
difficulties,15
therealmarilu,15
management,15
fronts,15
peter,15
discussed,15
charities,15
cher,15
injured,15
anger,15
golfchannel,15
patrol,15
hurting,15
various,15
trumptuesday,15
sharpton,15
paulryanvp,15
eagles,15
transparency,15
stadium,15
where's,15
hide,15
target,15
cincinnati,15
leaves,15
leaks,15
fell,15
flight,15
brutal,15
background,15
20th,15
oscar,15
excellence,15
edison,15
38,15
palos,15
score,15
knowingly,15
failures,15
none,15
limbaugh,15
yr,15
language,15
olympics,15
stole,15
conservatives,15
additional,15
headed,15
assets,15
suffering,15
judges,15
violent,15
earlier,15
45,15
martin,15
vet,15
knowing,15
guard,15
houston,15
sotu,15
pope,15
hill,15
oklahoma,15
sued,15
asap,15
veteran,15
👍,15
retweet,15
contributions,15
therefore,15
bryant,15
stuart,15
v,15
dear,15
bc,15
jury,15
there’s,15
utah,15
mrs,15
convinced,15
advertising,15
inducted,15
kim,15
clowns,15
wages,15
frankcaliendo,15
unionleader,15
borntobegop,15
departing,15
podesta,15
fiorina,15
kansas,15
asktrump,15
plant,15
maga🇺🇸,15
loudobbs,15
rncincle,15
2010,14
ranked,14
http://tinyurl.com/pqpfvm,14
vanity,14
direct,14
checking,14
panel,14
gala,14
superbowl,14
app,14
expand,14
biden,14
shock,14
uses,14
cars,14
iran's,14
sarah,14
morningmika,14
previous,14
threats,14
asia,14
complaining,14
handled,14
qaeda,14
wide,14
neither,14
choices,14
disagree,14
answered,14
february,14
o'donnell,14
erictrumpfdn,14
loud,14
ours,14
straighten,14
swing,14
panama,14
neil,14
fireworks,14
missile,14
los,14
angeles,14
begged,14
mboyle1,14
turbine,14
46,14
forq2,14
wright,14
nypd,14
cable,14
block,14
stolen,14
cheap,14
stjude,14
patton,14
door,14
disney,14
production,14
airport,14
documentary,14
filled,14
electoral,14
detroit,14
manhattan,14
accepted,14
faster,14
tomorrow's,14
johnson,14
heat,14
johnrich,14
throw,14
informed,14
o.k,14
horrendous,14
philadelphia,14
heavy,14
manipulation,14
fundraising,14
libertyu,14
pearl,14
praise,14
israelipm,14
huffington,14
morons,14
teachers,14
"100,000",14
fault,14
billy,14
suing,14
confident,14
nelson,14
space,14
authority,14
par,14
registered,14
kennedy,14
heritage,14
attending,14
teach,14
rush,14
dept,14
competitor,14
enthusiastic,14
music,14
tournament,14
regulation,14
electric,14
importantly,14
rescue,14
cuomo,14
jurciuoli19,14
trumpgolfdc,14
frack,14
delay,14
crash,14
vattenfallgroup,14
wasn’t,14
remains,14
unnecessary,14
you’ll,14
wine,14
upon,14
pls,14
mary,14
int’l,14
medical,14
holes,14
river,14
fresh,14
jan,14
wiener,14
forgot,14
generals,14
mad,14
awful,14
q,14
evil,14
nikkio,14
mainstream,14
ms,14
thefamilyleader,14
sport,14
amen,14
beaumontanthony,14
dennis,14
worker,14
task,14
shortly,14
trump4prez,14
venue,14
turnberrybuzz,14
hillarysusans,14
trump_ireland,14
refreshing,14
bergdahl,14
thugs,14
drudge,14
rapids,14
votetrump2016,14
self-funding,14
stephenfhayes,14
scottwalker,14
v.p,14
dossier,14
abe,14
sharing,13
unique,13
plateau,13
soho,13
susteren,13
16th,13
box,13
23,13
relief,13
ride,13
boys,13
girls,13
defends,13
tops,13
minute,13
rushlimbaugh,13
integrity,13
bold,13
11am,13
balanced,13
27,13
purpose,13
inflation,13
cbo,13
stimulus,13
ruling,13
marines,13
nominate,13
closed,13
1m,13
premium,13
solyndra,13
todd,13
jewish,13
coincidence,13
resolution,13
tries,13
el,13
nick,13
factor,13
deserved,13
pull,13
connecticut,13
religious,13
tweeted,13
facing,13
realpro4real,13
macarthur,13
steven,13
jack_welch,13
someday,13
roosevelt,13
carbon,13
jayleno,13
alert,13
hiding,13
besides,13
sacrifice,13
profit,13
film,13
ovation,13
fairly,13
weren't,13
harvard,13
strike,13
bias,13
likewise,13
jump,13
hatred,13
35,13
36,13
therealkiyosaki,13
schools,13
negate,13
snow,13
demands,13
commercials,13
‘the,13
johnny,13
ironic,13
knock,13
markets,13
england,13
fundraisers,13
thrown,13
mandela,13
meyers,13
bullshit,13
vast,13
insightful,13
carly,13
sitting,13
otherwise,13
unity,13
surveillance,13
fit,13
kid,13
obviously,13
funded,13
maryland,13
illinois,13
sees,13
church,13
suits,13
spoken,13
papers,13
basis,13
stuck,13
suites,13
macleod,13
amounts,13
funeral,13
verdes,13
trumpchicago’s,13
mate,13
plz,13
patience,13
exist,13
nation’s,13
fly,13
n.y,13
maathewdavis,13
muslims,13
ashley,13
mentor,13
trumpadvice,13
hated,13
stubborn,13
he'd,13
flags,13
maher,13
seat,13
one-sided,13
commander-in-chief,13
commitment,13
tee,13
cspan,13
realgilbert,13
jenniferjjacobs,13
deductibles,13
sat,13
lobbyist,13
status,13
backontrackusa,13
ukraine,13
ocare,13
andersoncooper,13
chain,13
dow,13
srqrepublicans,13
brandi,13
kellyannepolls,13
wiprimary,13
corker,13
lottery,13
father's,12
zone,12
intact,12
"1,000",12
version,12
serta,12
children's,12
trace,12
fashion,12
attended,12
blind,12
signs,12
jonhuntsman,12
nukes,12
combat,12
explaining,12
devastated,12
amy,12
celebration,12
congressman,12
poverty,12
newly,12
confirmed,12
unsustainable,12
attempt,12
extreme,12
delayed,12
sends,12
recover,12
trillions,12
consequences,12
johnboehner,12
doubled,12
continuing,12
39,12
ethic,12
proves,12
jose,12
golfmagazine,12
mattress,12
we’ve,12
creative,12
mediaite,12
de,12
suffer,12
flexible,12
ruining,12
phenomenal,12
ambassador,12
usatoday,12
embarrassment,12
stephenbaldwin7,12
stephen,12
they’re,12
jet,12
carrier,12
areas,12
soldier,12
sides,12
aaa,12
prayer,12
72,12
calm,12
tourism,12
antbaxter,12
roof,12
mitt's,12
unprecedented,12
machine,12
mandate,12
leaked,12
ray,12
filming,12
donation,12
warm,12
tiny,12
theblaze,12
ruined,12
destiny,12
however,12
honoring,12
finances,12
pulling,12
moves,12
scale,12
smarts,12
pleased,12
carry,12
teacher,12
exact,12
possibilities,12
influence,12
critics,12
renovation,12
industrial,12
intel,12
remembrance,12
girlfriend,12
assault,12
explains,12
brothers,12
homeland,12
writes,12
fragrance,12
sr,12
dark,12
rises,12
exchange,12
senior,12
breitbart,12
crimes,12
granted,12
anticipated,12
settle,12
society,12
lesson,12
development,12
hearts,12
goldman,12
citizenship,12
embrace,12
migration,12
margin,12
zimmerman,12
five-star,12
recognize,12
brains,12
eve,12
lately,12
lovely,12
ailes,12
crap,12
selection,12
bear,12
exposed,12
youth,12
personable,12
affordable,12
trumpwinery,12
blackdog,12
breeds,12
writers,12
thats,12
championships,12
mornings,12
hack,12
appeal,12
bronx,12
store,12
file,12
academy,12
rodmonium91,12
autismspeaks,12
accomplishments,12
ross,12
ferguson,12
pic,12
crown,12
wgc,12
goangelo,12
screw,12
korean,12
inauguration,12
bright,12
hrc,12
masterbaxter8,12
citizens_united,12
fraudulent,12
palmer,12
pocahontas,12
fence,12
native,12
mobile,12
glennbeck,12
diamondandsilk,12
landing,12
myrtle,12
lesm,12
fallontonight,12
dnorrell,12
facethenation,12
s.c,12
thankyoutour2016,12
mattis,12
missouri,12
"33,000",12
https://t.co/3kwol2ibaw,12
ms-13,12
obstruction,12
taxreform,12
tips,11
backs,11
aware,11
appearing,11
presents,11
delivers,11
topics,11
ideal,11
entertainment,11
11:30,11
chosen,11
attend,11
experts,11
bus,11
pittsburgh,11
casting,11
russell,11
collapse,11
limit,11
cents,11
apply,11
dummies,11
ave,11
delaying,11
42,11
stevekingia,11
islam,11
spin,11
constitution,11
produce,11
protests,11
incapable,11
“when,11
tragic,11
tony,11
slot,11
stealing,11
hannityshow,11
treasure,11
secrets,11
advance,11
blowing,11
publicly,11
regime,11
80,11
loans,11
threatening,11
yesterday's,11
china’s,11
macy’s,11
boom,11
300,11
pictures,11
taxpayer,11
goods,11
sunday's,11
roast,11
environmental,11
fallon,11
gains,11
wouldn’t,11
editor,11
bust,11
setbacks,11
okay,11
encourage,11
unit,11
platform,11
reduce,11
endorses,11
costly,11
mets,11
settled,11
tzu,11
grade,11
cup,11
motivated,11
drama,11
carnegie,11
latoyajackson,11
contact,11
lisarinna,11
whenever,11
awareness,11
ncgop,11
prediction,11
cycle,11
measured,11
trending,11
stops,11
moved,11
endorsing,11
helps,11
quarterback,11
acquisition,11
journalist,11
concert,11
passport,11
mass,11
detail,11
offering,11
invite,11
incorrect,11
fate,11
earned,11
mailonline,11
investor,11
trumptower,11
improve,11
unfairly,11
kidding,11
sunday’s,11
harbor,11
buys,11
xl,11
onto,11
underway,11
captain,11
bush's,11
fill,11
0,11
liberals,11
statesman,11
lifted,11
desire,11
dcexaminer,11
decent,11
mlb,11
heartbeat,11
springs,11
internet,11
warned,11
columbia,11
employ,11
lift,11
spreading,11
advisor,11
preparing,11
proposal,11
2000,11
chair,11
privilege,11
usc,11
agents,11
unite,11
entrepreneurship,11
sleazebag,11
revealed,11
catastrophe,11
puppets,11
masters,11
correctly,11
recommend,11
terms,11
stupidly,11
irs,11
judgment,11
criticized,11
2004,11
savvy,11
decisive,11
nancy,11
ruth,11
monstrosity,11
blown,11
coldest,11
kilmeade,11
fiasco,11
“be,11
gates,11
trumpvine,11
man's,11
balls,11
“do,11
covering,11
expert,11
chaos,11
admin,11
rollout,11
victories,11
ill,11
nicklaus,11
dedication,11
sweet,11
disastrous,11
acts,11
shootings,11
potomac,11
lee,11
trusted,11
guide,11
“success,11
assad,11
minds,11
icahn,11
jacksonville,11
prisoners,11
remaining,11
kimguilfoyle,11
flashbackfriday,11
stevens,11
omg,11
quotes,11
justinrose99,11
models,11
asshole,11
shake,11
you’ve,11
jonathan,11
tens,11
killers,11
accurate,11
vigilant,11
suggest,11
garden,11
peaceful,11
resolve,11
productive,11
giant,11
lights,11
jackshallis,11
realsquezz,11
riots,11
forbesinspector,11
25k,11
sessions,11
discussion,11
deserter,11
nat’l,11
district,11
33,11
typical,11
trumpgolf,11
baton,11
rouge,11
manchester,11
buzzfeed,11
shawnjohnson,11
jeb's,11
speakerryan,11
markhalperin,11
visa,11
purposely,11
clintons,11
periscope,11
10pme,11
club4growth,11
anti-trump,11
thefive,11
2a,11
fitsnews,11
dcfoodsafety,11
kateplusmy8,11
president-elect,11
tickets:…,11
https:/…,11
https://t.c…,11
wikileaks,11
to…,11
debatenight,11
senatemajldr,11
nyprimary,11
hurricaneharvey,11
prosperous,10
independence,10
devastating,10
chances,10
medal,10
edition,10
covers,10
dunes,10
walked,10
drew,10
delusional,10
coalition,10
shopping,10
turmoil,10
inept,10
fascinating,10
acted,10
12pm,10
redstate,10
hypocrites,10
streets,10
49,10
mubarak,10
finding,10
150,10
discovery,10
meltdown,10
competitive,10
unwatchable,10
treating,10
embassies,10
sooner,10
actual,10
iranians,10
winery,10
backbone,10
scene,10
t…,10
supposed,10
admits,10
ron,10
treasury,10
parties,10
desk,10
pat,10
commission,10
fold,10
balancing,10
republic,10
10:30,10
fragile,10
column,10
broadcast,10
silence,10
affected,10
backed,10
customers,10
causing,10
mogul,10
kraft,10
nyjets,10
tiffany,10
jupiter,10
today’s,10
excuses,10
nbcnightlynews,10
golfer,10
aspiring,10
prefer,10
salmond,10
truthful,10
eye,10
twain,10
redcross,10
cheat,10
bbc,10
stamp,10
predict,10
electricity,10
08,10
basketball,10
proposed,10
overlooking,10
800,10
offered,10
releases,10
opposed,10
below,10
authorities,10
body,10
arianna,10
deny,10
ann,10
possibility,10
phones,10
fort,10
barry,10
referring,10
yankee,10
cc,10
exposing,10
deaths,10
era,10
wondering,10
“in,10
co,10
served,10
literally,10
replacement,10
pr,10
warning,10
cheating,10
outlets,10
6t,10
apologizing,10
they've,10
easier,10
tied,10
sam,10
ships,10
sometime,10
compliments,10
jordan,10
nuts,10
1b,10
tactics,10
programs,10
claim,10
41,10
lawsuits,10
opponent,10
picking,10
reveals,10
developments,10
journalists,10
grant,10
dumber,10
respectful,10
agent,10
misleading,10
reputation,10
theartofthedeal,10
forcing,10
vaccines,10
limited,10
breaks,10
monitoring,10
pundit,10
cnndebate,10
funds,10
realized,10
century,10
cufflinks,10
blasts,10
referred,10
buffett,10
aberdeencc,10
denver,10
az,10
britain,10
racial,10
punta,10
nsa,10
yourself.”,10
determined,10
perspective,10
1/2,10
inaugural,10
ignoring,10
doug,10
hilary,10
gt,10
98,10
yard,10
drake4444444,10
biz,10
sexting,10
theview,10
rocked,10
macy,10
element,10
ayrshire,10
haha,10
vital,10
merit,10
stuartpstevens,10
arrogant,10
normal,10
19,10
pretend,10
proudly,10
airlines,10
superior,10
perfection,10
opinions,10
katherinewebb,10
destroys,10
architectural,10
weapon,10
kicking,10
judd,10
arms,10
hurts,10
viciously,10
friendship,10
megan,10
madison,10
yay,10
identify,10
extraordinary,10
replay,10
behavior,10
joseph,10
premieres,10
representative,10
snurk,10
“president,10
option,10
partnership,10
chris_r_2014,10
mom,10
ryanbushby,10
ailsa,10
aliens,10
espngreeny,10
trump4president,10
recorded,10
guestrooms,10
persistence,10
eastern,10
atlanta,10
bull,10
alaska,10
swamp,10
shawn,10
jessebwatters,10
e-mail,10
narrative,10
clewandowski,10
volunteer,10
streaming,10
bobvanderplaats,10
surges,10
reno,10
byronyork,10
bdean1468,10
slams,10
deepest,10
hostile,10
positions,10
watch:…,10
brexit,10
uranium,10
inprimary,10
caucusfortrump,10
partners,9
entrepreneurial,9
videos,9
pretending,9
opposition,9
clint,9
surprising,9
jewelry,9
westchester,9
thankful,9
"1,000,000",9
marriage,9
nast,9
debut,9
individuals,9
bases,9
foot,9
belongs,9
savings,9
dean,9
laughed,9
ordered,9
explained,9
eventually,9
quarter,9
borrowing,9
th…,9
bed,9
projected,9
admitting,9
aircraft,9
lazy,9
epa,9
crucial,9
barackobama’s,9
the…,9
revenue,9
borrow,9
includes,9
standards,9
wwii,9
decline,9
israeli,9
reelection,9
proving,9
estates,9
italy,9
ourselves,9
invitational,9
solved,9
dismal,9
operation,9
stocks,9
straw,9
jerusalem,9
pollster,9
nervous,9
guests,9
developing,9
